id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,posterior_state_exploration,prior_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,fixed_reward_value,fixed_l_loss_value,posterior_omega,prior_omega,posterior_eta_d,prior_eta_d,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
59f22a9fd6380600018b2929,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_59f22a9fd6380600018b2929_T1_2024-05-07_11h38.41.125.csv,0.823309710521255,0.8,10.4881036949423,1,0.804178164299046,1,0,1.69085600170462,2,1,1,0.352520797960312,0.2,0.550732312791795,0.5,0.5491383210978,0.5,0.419116696624686,0.5,0.690086721385898,0.990128596610638,0.766666666666667,1,33,0.0454545454545455,0.330935251798561,0.111111111111111,33,-212.789923785676,1
5a348ea750833c0001ee9550,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a348ea750833c0001ee9550_T1_2024-04-20_13h49.47.997.csv,0.662010486990464,0.8,6.38486300332665,1,2.08480353042805,1,0,0.879498295669507,2,1,1,0.193262853525355,0.2,0.376641565954981,0.5,0.55765490862913,0.5,0.0869746776483699,0.5,0.596657496136711,0.776627382365487,0.747222222222222,0.816793893129771,131,0.0560344827586207,0.425196850393701,0.833333333333333,131,-324.721938041607,1
5a443812817d1800018d1179,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a443812817d1800018d1179_T1_2024-05-19_18h49.07.914.csv,0.87129906243707,0.8,4.03161407379863,1,2.06858406124296,1,0,2.29127519378864,2,1,1,0.031818241580118,0.2,0.36193012492981,0.5,0.281157918913715,0.5,0.124722599379644,0.5,0.681559292467624,0.842140625134058,0.783333333333333,0.918518518518519,270,0.069672131147541,0.165217391304348,0.9,270,-305.050499783875,1
5a5ec79cacc75b00017aa095,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a5ec79cacc75b00017aa095_T1_2024-07-25_02h29.56.847.csv,0.705855314505418,0.8,10.4180668959637,1,1.23705311290742,1,0,0.344617767531371,2,1,1,0.119701860786894,0.2,0.274512166112788,0.5,0.636666189162756,0.5,0.102454884218059,0.5,0.652975903918014,0.898573142655349,0.747222222222222,0.932203389830508,59,0.0087719298245614,0.770992366412214,0.823529411764706,59,-254.496637870071,1
5a6eac90d5d4cb0001d6815a,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a6eac90d5d4cb0001d6815a_T1_2024-06-04_15h23.17.923.csv,0.702515476310703,0.8,10.1889540963178,1,1.58091619589713,1,0,0.970847761074614,2,1,1,0.299079342082127,0.2,0.162809819708417,0.5,0.571697495195052,0.5,0.0570882245972887,0.5,0.543075733561875,0.933805272677687,0.658333333333333,0.97037037037037,135,0.051948051948052,0.3203125,0.586206896551724,135,-324.546712065161,1
5a95a63e4eecca0001dd4cfa,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a95a63e4eecca0001dd4cfa_T2_2024-06-10_13h46.19.362.csv,0.675826678224896,0.8,10.160738594871,1,1.7437268225334699,1,0,0.56073202289731,2,1,1,0.338259599831988,0.2,0.200168675853314,0.5,0.640531349872805,0.5,0.0532426648189328,0.5,0.595557155620836,0.886964680173694,0.738888888888889,0.929411764705882,85,0.0669642857142857,0.355555555555556,0.681818181818182,85,-304.309391546811,1
5a973481f05361000171dd86,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5a973481f05361000171dd86_T1_2024-05-07_11h11.45.115.csv,0.64073404471084,0.8,4.71804906960275,1,2.48961810948453,1,0,2.35193026488963,2,1,1,0.257746590962895,0.2,0.213397071489116,0.5,0.723578015708081,0.5,0.0446011774657377,0.5,0.546690393451774,0.763893879871625,0.694444444444444,0.875,168,0.0521327014218009,0.391891891891892,0.692307692307692,168,-375.246778095895,1
5ac53209fa3b4e0001736f22,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5ac53209fa3b4e0001736f22_T1_2024-05-07_10h20.18.245.csv,0.828515409311106,0.8,10.355385971542,1,0.842548117273045,1,0,1.66494700323054,2,1,1,0.228372848926326,0.2,0.597918241079515,0.5,0.522276742063007,0.5,0.389794432543758,0.5,0.681287998012797,0.989949413922083,0.752777777777778,1,39,0.0881057268722467,0.401515151515151,0,39,-218.587649738125,1
5afa19a4f856320001cf920f,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5afa19a4f856320001cf920f_T2_2024-06-20_17h01.43.253.csv,0.663581842528235,0.8,14.3425389828382,1,0.686973023987197,1,0,3.22688176650568,2,1,1,0.014518727284559,0.2,0.48515707183931,0.5,0.5,0.5,0.5,0.5,0.861310361199938,NA,0.913888888888889,NA,0,0.0144230769230769,0.894039735099338,NA,0,-99.963397352567,1
5b23d0784fb0d40001e95407,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5b23d0784fb0d40001e95407_T2_2024-06-10_18h45.00.192.csv,0.670899327871499,0.8,9.91321512480326,1,1.08752708368759,1,0,0.554668029756302,2,1,1,0.0144353671035647,0.2,0.267274536474398,0.5,0.594501168999247,0.5,0.495645270080103,0.5,0.696009312964354,0.943906071541847,0.769444444444444,1,18,0.04,0.823899371069182,0.333333333333333,18,-208.079806298345,1
